ref_id,head,tail,start codon,stop codon
B0454.1.1,1.0,1255,14,1174
B0454.10.1,1.0,1117,45,1016
B0454.2.1,1.0,1029,1,975
B0454.26.1,1.0,1297,800,1261
B0454.3.1,1.0,1090,1,1008
B0454.4.1,1.0,1011,1,1011
B0454.5.1,1.0,617,5,601
B0454.6.1,1.0,1976,5,1762
B0454.7.1,1.0,1259,1,1236
B0454.8.1,1.0,1976,53,1936
B0454.9.1,1.0,1077,6,1052
B0457.1a.1,1.0,3618,39,3083
B0457.1b.1,1.0,3613,39,3077
B0457.1c.1,1.0,480,1,345
B0457.2.1,1.0,1122,5,970
B0457.4.1,1.0,885,1,783
B0457.6.1,1.0,608,30,527
B0462.3.1,1.0,969,5,934
B0462.4.1,1.0,545,10,405
B0462.5.1,1.0,784,21,578
B0464.1.1,1.0,1747,7,1602
B0464.2a.1,1.0,3644,19,3471
B0464.2a.2,1.0,3759,120,3572
B0464.2d.1,1.0,718,19,639
B0464.2d.2,1.0,822,123,743
B0464.3.1,1.0,352,3,251
B0464.4a.1,1.0,2059,12,1379
B0464.4a.2,1.0,2009,12,1379
B0464.4a.3,1.0,2143,116,1483
B0464.5a.1,1.0,4215,457,3468
B0464.5a.2,1.0,3278,1,3012
B0464.5b.1,1.0,2870,29,2125
B0464.5c.1,1.0,3103,35,2359
B0464.5d.1,1.0,1860,1,1860
B0464.6.1,1.0,2071,8,1939
B0464.6.2,1.0,2276,202,2133
B0464.7.1,1.0,540,6,275
B0464.8.1,1.0,1123,1,1047
B0464.9.1,1.0,1187,7,1101
B0478.1a.1,1.0,1554,37,1428
B0478.1b.1,1.0,1473,228,1346
B0478.3.1,1.0,661,47,502
B0491.1.1,1.0,1412,48,1301
B0491.2.1,1.0,1042,33,1007
B0491.2.2,1.0,1023,16,990
B0491.3.1,1.0,802,26,703
B0491.4a.1,1.0,1623,29,1393
B0491.4b.1,1.0,1636,81,1406
B0491.5.1,1.0,1136,6,989
B0491.6a.1,1.0,1715,111,1604
B0491.6b.1,1.0,2157,549,2048
B0491.7.1,1.0,974,1,825
B0491.8a.1,1.0,3095,93,2729
B0491.8b.1,1.0,3017,24,2651
B0491.8c.1,1.0,2905,5,2539
B0495.1.1,1.0,1213,86,1153
B0495.10a.1,1.0,2300,5,2158
B0495.10b.1,1.0,2038,80,2038
B0495.10c.1,1.0,2402,1,1986
B0495.2a.1,1.0,2301,60,2219
B0495.2b.1,1.0,2284,79,2208
B0495.4.1,1.0,2054,11,1945
B0495.5.1,1.0,2275,12,2201
B0495.5.2,1.0,2288,24,2213
B0495.6.1,1.0,326,1,264
B0495.7.1,1.0,2941,4,2691
B0495.8a.1,1.0,1122,13,954
B0495.8b.1,1.0,1447,15,227
B0495.8b.2,1.0,1321,15,227
B0495.8b.3,1.0,1178,15,227
B0495.9.1,1.0,917,7,810
B0496.1.1,1.0,988,48,941
B0496.11.1,1.0,371,70,264
B0496.2.1,1.0,1126,62,1126
B0496.3a.1,1.0,5225,470,4921
B0496.3a.2,1.0,4770,15,4466
B0496.3b.1,1.0,5025,1,4737
B0496.3c.1,1.0,876,1,876
B0496.3d.1,1.0,5070,106,4770
B0496.3e.1,1.0,5384,3,5384
B0496.3f.1,1.0,4635,1,4635
B0496.3g.1,1.0,4878,106,4578
B0496.3h.1,1.0,4848,106,4548
B0496.3h.2,1.0,4747,1,4443
B0496.3i.1,1.0,4788,1,4788
B0496.5.1,1.0,1068,1,1068
B0496.6.1,1.0,855,35,751
B0496.7.1,1.0,407,30,284
B0496.8.1,1.0,1676,3,1400
B0507.1.1,1.0,2038,31,1878
B0507.10.1,1.0,1430,26,1234
B0507.11.1,1.0,1051,1,939
B0507.2.1,1.0,1560,8,1291
B0507.3a.1,1.0,1440,11,1309
B0507.3b.1,1.0,957,1,957
B0507.4.1,1.0,636,1,636
B0507.5a.1,1.0,645,1,645
B0507.5b.1,1.0,555,1,555
B0507.6.1,1.0,2142,5,2122
B0507.7.1,1.0,874,11,697
B0507.8.1,1.0,1281,26,1216
B0507.9.1,1.0,771,1,765
B0511.1.1,1.0,1495,152,1108
B0511.10.1,1.0,1648,7,1305
B0511.11.1,1.0,1795,59,1756
B0511.12a.1,1.0,6961,69,6806
B0511.12b.1,1.0,6867,57,6716
B0511.13a.1,1.0,734,5,679
B0511.13b.1,1.0,1171,23,1120
B0511.17.1,1.0,243,1,243
B0511.19.1,1.0,666,10,426
B0511.3.1,1.0,999,414,935
B0511.4.1,1.0,1188,40,1143
B0511.5.1,1.0,1004,75,887
B0511.6.1,1.0,1806,8,1642
B0511.7.1,1.0,973,4,912
B0511.8.1,1.0,1689,11,1582
B0511.9a.1,1.0,893,4,585
B0511.9b.1,1.0,627,2,559
B0511.9c.1,1.0,902,7,591
B0511.9d.1,1.0,561,1,561
B0513.1a.1,1.0,3631,123,2006
B0513.1b.1,1.0,636,1,636
B0513.1c.1,1.0,3635,133,2007
B0513.2a.1,1.0,766,1,633
B0513.2a.2,1.0,663,1,633
B0513.2b.1,1.0,75,1,75
B0513.3a.1,1.0,240,18,206
B0513.3b.1,1.0,96,1,96
B0513.4a.1,1.0,428,6,368
B0513.4b.1,1.0,114,1,114
B0513.5a.1,1.0,2093,11,1861
B0513.5b.1,1.0,1548,1,1548
B0513.90.1,1.0,408,21,320
B0513.9a.1,1.0,433,1,351
B0513.9b.1,1.0,416,1,342
B0523.3.1,1.0,1716,5,1603
B0523.3.2,1.0,2006,296,1894
B0523.5.1,1.0,4615,44,3817
B0524.2.1,1.0,1155,46,1092
B0524.3.1,1.0,1650,1,1650
B0524.5.1,1.0,617,49,594
B0524.6.1,1.0,2062,6,869
B0545.1a.1,1.0,2855,73,2187
B0545.1b.1,1.0,2816,514,2217
B0545.1b.2,1.0,2090,387,2090
B0545.1b.3,1.0,2343,37,1740
B0545.3.1,1.0,1117,75,1067
B0545.4.1,1.0,354,1,354
B0546.1.1,1.0,467,2,331
B0546.2a.1,1.0,1581,27,1337
B0546.2b.1,1.0,972,1,972
B0546.3a.1,1.0,2161,8,1291
B0546.3b.1,1.0,975,1,975
B0546.3c.1,1.0,546,1,546
B0546.4a.1,1.0,748,32,517
B0546.4c.1,1.0,90,1,90
B0546.5.1,1.0,1120,13,1050
B0547.1.1,1.0,1203,4,1110
B0547.2.1,1.0,183,1,183
B0547.4a.1,1.0,957,1,957
B0547.4b.1,1.0,522,1,522
B0554.1.1,1.0,291,8,211
B0554.2.1,1.0,1890,1,1890
B0554.4.1,1.0,1812,1,1812
B0554.5.1,1.0,1564,74,1480
B0554.6.1,1.0,1327,66,1214
B0554.7a.1,1.0,1914,1,1422
B0554.7b.1,1.0,573,1,573
B0554.7c.1,1.0,258,1,258
B0563.1.1,1.0,717,22,585
B0563.10.1,1.0,372,5,289
B0563.18.1,1.0,683,411,683
B0563.2a.1,1.0,1510,1,864
B0563.2a.2,1.0,1482,1,864
B0563.2b.1,1.0,1260,1,861
B0563.4.1,1.0,1079,15,845
B0563.5.1,1.0,542,27,371
B0563.6a.1,1.0,1730,107,1411
B0563.6b.1,1.0,1576,5,1258
B0563.6b.2,1.0,1962,386,1639
B0563.6c.1,1.0,1386,1,1266
B0563.7.1,1.0,901,133,822
B0563.8.1,1.0,452,20,277
B0563.9.1,1.0,305,16,231
B0564.10a.1,1.0,1348,238,1197
B0564.10b.1,1.0,1231,125,1096
B0564.10c.1,1.0,558,1,558
B0564.10d.1,1.0,546,1,546
B0564.11.1,1.0,1273,4,954
B0564.11.2,1.0,1350,81,1031
B0564.1a.1,1.0,1182,371,1093
B0564.1a.2,1.0,1247,427,1149
B0564.1a.3,1.0,1145,325,1047
B0564.1b.1,1.0,1212,39,374
B0564.1b.2,1.0,1402,49,384
B0564.1c.1,1.0,180,1,180
B0564.2a.1,1.0,757,1,696
B0564.2b.1,1.0,228,1,228
B0564.3.1,1.0,1487,20,1372
B0564.4.1,1.0,1288,1,1266
B0564.6.1,1.0,1272,1,1272
B0564.7a.1,1.0,1925,2,1813
B0564.7b.1,1.0,540,1,540
B0564.9.1,1.0,1272,1,1272
BE0003N10.1.1,1.0,2461,18,2234
BE0003N10.2.1,1.0,1666,3,1268
BE0003N10.3a.1,1.0,2468,1,2160
BE0003N10.3b.1,1.0,1974,1,1974
BE0003N10.6a.1,1.0,1139,16,1098
BE0003N10.6b.1,1.0,765,1,765
BE0003N10.6c.1,1.0,690,1,690
BE0003N10.6d.1,1.0,444,1,444
BE0003N10.6e.1,1.0,87,1,87
BE10.1.1,1.0,1081,71,1045
BE10.2.1,1.0,1668,39,1556
BE10.2.2,1.0,1786,161,1678
BE10.3.1,1.0,2530,66,1679
BE10.4.1,1.0,1106,104,1009
BE10.5.1,1.0,377,11,325
C01A2.1a.1,1.0,1169,310,909
C01A2.1b.1,1.0,351,1,351
C01A2.1c.1,1.0,1313,228,551
C01A2.1c.2,1.0,1211,181,504
C01A2.2a.1,1.0,814,1,663
C01A2.2b.1,1.0,252,1,252
C01A2.3.1,1.0,1351,14,1114
C01A2.4.1,1.0,717,22,645
C01A2.5.1,1.0,1118,83,985
C01A2.6.1,1.0,840,18,560
C01A2.7a.1,1.0,673,40,345
C01A2.7b.1,1.0,729,41,403
C01A2.9.1,1.0,312,38,208
C01B10.10.1,1.0,1794,7,1758
C01B10.11.1,1.0,1125,18,932
C01B10.3.1,1.0,1302,2,1210
C01B10.44.1,1.0,781,51,716
C01B10.4a.1,1.0,1851,16,1758
C01B10.4b.1,1.0,937,179,937
C01B10.5a.1,1.0,425,42,230
C01B10.5b.1,1.0,436,41,241
C01B10.5c.1,1.0,516,103,285
C01B10.5e.1,1.0,120,1,120
C01B10.6a.1,1.0,1566,1,1521
C01B10.6b.1,1.0,1512,1,1512
C01B10.6c.1,1.0,1272,1,1272
C01B10.6d.1,1.0,129,1,129
C01B10.7a.1,1.0,444,24,410
C01B10.7b.1,1.0,180,1,180
C01B10.8.1,1.0,2110,4,1974
C01B10.9.1,1.0,1996,35,1702
C01B12.1.1,1.0,1030,23,919
C01B12.2.1,1.0,1452,1,1125
C01B12.3.1,1.0,1986,2,1840
C01B12.4.1,1.0,1413,8,1162
C01B12.5.1,1.0,1775,58,1734
C01B12.8.1,1.0,632,106,567
C01B4.1.1,1.0,1059,1,1059
C01B4.10.1,1.0,1050,1,1050
C01B4.3.1,1.0,1059,1,1059
C01B4.5.1,1.0,984,1,984
C01B4.6.1,1.0,993,1,993
C01B4.7a.1,1.0,1428,1,1428
C01B4.7c.1,1.0,843,1,843
C01B4.7d.1,1.0,96,1,96
C01B4.8a.1,1.0,1437,1,1437
C01B4.8b.1,1.0,225,1,225
C01B4.9a.1,1.0,1635,1,1635
C01B4.9b.1,1.0,1179,1,1179
C01B4.9c.1,1.0,612,1,612
C01B4.9d.1,1.0,219,1,219
C01B7.1a.1,1.0,3290,75,2882
C01B7.1a.2,1.0,3231,13,2820
C01B7.1b.1,1.0,3394,81,1733
C01B7.1b.2,1.0,3326,13,1665
C01B7.1c.1,1.0,3315,81,2903
C01B7.1c.2,1.0,3252,13,2835
C01B7.1d.1,1.0,2742,1,2742
C01B7.4a.1,1.0,2782,33,2525
C01B7.4b.1,1.0,2290,29,2035
C01B7.6.1,1.0,11574,1,11301
C01B7.7.1,1.0,609,1,609
C01B9.1a.1,1.0,5011,231,4985
C01B9.1b.1,1.0,5025,61,5025
C01B9.4.1,1.0,217,1,150
C01C10.1a.1,1.0,956,3,761
C01C10.1b.1,1.0,818,10,627
C01C10.2a.1,1.0,1141,48,662
C01C10.2b.1,1.0,1212,148,1017
C01C10.3.1,1.0,1504,3,1178
C01C10.4.1,1.0,1205,77,922
C01C4.1.1,1.0,710,20,550
C01C4.2.1,1.0,1628,1,1362
C01C4.3a.1,1.0,2228,813,1883
C01C4.3a.2,1.0,5296,3856,4926
C01C4.3a.3,1.0,1644,229,1299
C01C4.3a.4,1.0,1552,95,1165
C01C4.3b.1,1.0,2421,213,1436
C01C4.3b.2,1.0,2257,213,1436
C01C4.3c.1,1.0,1500,1,1500
C01C4.3d.1,1.0,1686,1,1686
C01C4.3e.1,1.0,1497,1,1497
C01C4.3f.1,1.0,1860,28,1860
C01C7.1a.1,1.0,3580,57,3188
C01C7.1b.1,1.0,3566,57,3176
C01F1.1.1,1.0,1562,3,1448
C01F1.2.1,1.0,1071,6,944
C01F1.3a.1,1.0,1963,2,1897
C01F1.3b.1,1.0,447,1,447
C01F1.4.1,1.0,1156,13,1014
C01F1.5.1,1.0,1309,18,944
C01F1.6.1,1.0,1820,42,1412
C01F4.2a.1,1.0,3257,4,2964
C01F4.2b.1,1.0,1869,1,1869
C01F6.1.1,1.0,1923,65,1627
C01F6.14.1,1.0,225,1,225
C01F6.2.1,1.0,1625,130,1593
C01F6.4a.1,1.0,1666,237,1403
C01F6.4c.1,1.0,591,1,591
C01F6.5.1,1.0,774,16,687
C01F6.6a.1,1.0,1857,3,1406
C01F6.6b.1,1.0,2383,110,1936
C01F6.6c.1,1.0,1723,3,1274
C01F6.6d.1,1.0,1796,9,1349
C01F6.6e.1,1.0,996,1,996
C01F6.6f.1,1.0,1065,1,1065
C01F6.6g.1,1.0,1101,1,1101
C01F6.6h.1,1.0,1931,9,1484
C01F6.6i.1,1.0,1655,9,1208
C01F6.6j.1,1.0,792,1,792
C01F6.8a.1,1.0,779,9,626
C01F6.8b.1,1.0,839,9,686
C01F6.9a.1,1.0,375,3,224
C01F6.9c.1,1.0,87,1,87
C01G10.1.1,1.0,3828,171,3812
C01G10.10a.1,1.0,1321,22,1287
C01G10.11a.1,1.0,1585,9,1145
C01G10.11b.1,1.0,2377,12,1121
C01G10.11c.1,1.0,864,1,864
C01G10.11d.1,1.0,717,1,717
C01G10.11e.1,1.0,363,1,363
C01G10.11f.1,1.0,1729,125,1291
C01G10.12.1,1.0,627,13,588
C01G10.14.1,1.0,553,38,490
C01G10.15.1,1.0,352,12,314
C01G10.16.1,1.0,483,180,416
C01G10.16.2,1.0,501,198,434
C01G10.16.3,1.0,344,37,273
C01G10.17.1,1.0,311,32,259
C01G10.18.1,1.0,260,15,215
C01G10.3.1,1.0,1083,1,975
C01G10.4.1,1.0,272,16,234
C01G10.5.1,1.0,293,40,267
C01G10.6.1,1.0,490,30,299
C01G10.7.1,1.0,1070,5,979
C01G10.8.1,1.0,1177,10,1038
C01G10.8.2,1.0,1144,13,1041
C01G10.9.1,1.0,1464,258,1358
C01G12.1.1,1.0,1739,32,1303
C01G12.10.1,1.0,351,35,274
C01G12.11.1,1.0,375,59,298
C01G12.13.1,1.0,1065,229,1020
C01G12.16.1,1.0,447,1,300
C01G12.2.1,1.0,240,1,240
C01G12.3.1,1.0,651,25,600
C01G12.5.1,1.0,840,1,840
C01G12.6.1,1.0,339,22,261
C01G12.7.1,1.0,1962,139,1893
C01G12.8.1,1.0,3137,46,3093
C01G12.9.1,1.0,889,55,825
C01G5.25.1,1.0,689,186,401
C01G5.3.1,1.0,1196,28,1050
C01G5.4a.1,1.0,3397,94,3333
C01G5.5.1,1.0,1010,31,894
C01G5.6.1,1.0,1403,8,1177
C01G5.7a.1,1.0,408,1,408
C01G5.7b.1,1.0,987,16,486
C01G5.8a.1,1.0,2902,229,2826
C01G5.8b.1,1.0,2679,1285,2610
C01G5.8b.2,1.0,1405,10,1335
C01G5.9.1,1.0,1451,83,1363
C01G6.1a.1,1.0,1121,7,879
C01G6.1b.1,1.0,1221,9,866
C01G6.1b.2,1.0,1418,9,866
C01G6.2.1,1.0,1019,324,971
C01G6.2.2,1.0,712,16,663
C01G6.3.1,1.0,1285,7,1170
C01G6.4.1,1.0,992,19,531
C01G6.5.1,1.0,3678,59,2917
C01G6.6a.1,1.0,2170,4,2052
C01G6.7.1,1.0,1679,3,1625
C01G6.8a.1,1.0,3281,4,2790
C01G6.8b.1,1.0,3232,33,2741
C01G6.8c.1,1.0,2907,104,2413
C01G6.8c.2,1.0,2796,6,2315
C01G6.9.1,1.0,1249,66,1169
C01G8.1a.1,1.0,1167,54,1001
C01G8.1b.1,1.0,1007,63,1007
C01G8.2.1,1.0,1395,11,1318
C01G8.3.1,1.0,1224,4,975
C01G8.4.1,1.0,1023,19,843
C01G8.4.2,1.0,1022,18,842
C01G8.5a.1,1.0,2360,97,1788
C01G8.5b.1,1.0,2290,60,1754
C01G8.6.1,1.0,1277,26,1060
C01G8.9a.1,1.0,6378,448,5511
C01G8.9a.2,1.0,6380,401,5464
C01G8.9c.1,1.0,5456,150,5456
C01G8.9d.1,1.0,5635,410,5635
C01H6.1.1,1.0,986,26,949
C01H6.2.1,1.0,2187,131,2137
C01H6.3.1,1.0,1011,181,744
C01H6.4.1,1.0,1419,120,1337
C01H6.4.2,1.0,1378,79,1296
C01H6.5a.1,1.0,2221,179,1945
C01H6.5b.1,1.0,2046,38,1699
C01H6.5c.1,1.0,1635,223,1536
C01H6.5d.1,1.0,1320,1,1320
C01H6.5e.1,1.0,1307,222,1307
C01H6.5f.1,1.0,1668,1,1668
C01H6.6.1,1.0,1832,83,1486
C01H6.7a.1,1.0,2158,27,1937
C01H6.7a.2,1.0,2225,92,2002
C01H6.7b.1,1.0,2077,1,1749
C01H6.8a.1,1.0,904,132,737
C01H6.8b.1,1.0,605,40,447
C01H6.9.1,1.0,2999,2,2851
C02A12.1.1,1.0,797,74,715
C02A12.10.1,1.0,1084,63,953
C02A12.2.1,1.0,936,1,891
C02A12.3.1,1.0,918,1,918
C02A12.4.1,1.0,902,2,853
C02A12.5.1,1.0,1073,58,951
C02A12.6.1,1.0,909,16,909
C02A12.8.1,1.0,2109,1,1938
C02A12.9.1,1.0,897,1,897
C02B10.1.1,1.0,1458,31,1290
C02B10.2.1,1.0,714,11,379
C02B10.3.1,1.0,1460,10,753
C02B10.4.1,1.0,882,14,649
C02B10.5a.1,1.0,2637,85,2181
C02B10.5a.2,1.0,2587,15,2111
C02B10.5b.1,1.0,1785,1,1785
C02B10.6.1,1.0,1269,39,1235
C02B4.1a.1,1.0,4802,321,4706
C02B4.1b.1,1.0,4697,321,4697
C02B4.2.1,1.0,1598,3,1193
C02B4.3.1,1.0,435,1,435
C02B4.4.1,1.0,687,302,550
C02B8.1.1,1.0,752,37,375
C02B8.12.1,1.0,1333,149,1237
C02B8.3.1,1.0,739,137,538
C02B8.4.1,1.0,866,96,632
C02B8.4.2,1.0,785,4,540
C02B8.5.1,1.0,1137,1,1137
C02B8.6.1,1.0,1811,8,1051
C02B8.7.1,1.0,159,1,159
C02C2.1.1,1.0,2144,7,1812
C02C2.3.1,1.0,1426,81,1382
C02C2.4.1,1.0,1827,158,1765
C02C2.5.1,1.0,1131,64,1041
C02C6.14.1,1.0,36,1,36
C02C6.1a.1,1.0,2671,1,2493
C02C6.1b.1,1.0,2517,1,2517
C02C6.2a.1,1.0,2392,36,1706
C02C6.2b.1,1.0,2402,62,1726
C02C6.3a.1,1.0,1386,76,1167
C02C6.3b.1,1.0,1232,406,1083
C02C6.3c.1,1.0,491,145,366
C02C6.3d.1,1.0,141,1,141
C02D4.1.1,1.0,1281,206,1024
C02D4.2a.1,1.0,1609,1,1299
C02D4.2b.1,1.0,2087,486,1775
C02D4.2c.1,1.0,600,1,600
C02D4.2d.1,1.0,591,1,591
C02D4.2e.1,1.0,1368,1,1368
C02D4.2f.1,1.0,1384,119,1384
C02D4.2g.1,1.0,1309,1,1263
C02D5.1.1,1.0,1330,50,1276
C02D5.2a.1,1.0,1189,1,972
C02D5.2b.1,1.0,792,1,792
C02D5.3.1,1.0,852,25,789
C02D5.4.1,1.0,862,32,796
C02D5.4.2,1.0,929,87,851
C02E11.1a.1,1.0,3628,4,3369
C02E11.1b.1,1.0,3639,6,3377
C02E7.10.1,1.0,461,19,348
C02E7.13.1,1.0,1050,1,1050
C02E7.1a.1,1.0,3185,33,3185
C02E7.1b.1,1.0,3138,1,3138
C02E7.2.1,1.0,1282,1,993
C02E7.3.1,1.0,993,1,969
C02E7.4a.1,1.0,867,1,867
C02E7.4b.1,1.0,1560,571,1560
C02E7.5.1,1.0,1086,121,1086
C02E7.6.1,1.0,329,36,248
C02E7.7.1,1.0,308,19,219
C02E7.8.1,1.0,261,1,261
C02E7.9.1,1.0,1038,1,1038
C02F12.10a.1,1.0,933,371,829
C02F12.10b.1,1.0,141,1,141
C02F12.1a.1,1.0,1064,8,844
C02F12.1b.1,1.0,939,1,939
C02F12.1c.1,1.0,1058,14,838
C02F12.1d.1,1.0,456,1,456
C02F12.1e.1,1.0,570,1,570
C02F12.3.1,1.0,697,72,377
C02F12.3.2,1.0,625,37,342
C02F12.4.1,1.0,2211,4,2001
C02F12.5.1,1.0,691,95,625
C02F12.7.1,1.0,3706,62,3553
C02F12.8.1,1.0,2256,6,2069
C02F4.1.1,1.0,5644,16,5361
C02F4.2a.1,1.0,2852,252,1859
C02F4.2a.2,1.0,2668,68,1675
C02F4.2b.1,1.0,1638,1,1638
C02F4.2c.1,1.0,2874,253,1881
C02F4.2c.2,1.0,2690,69,1697
C02F4.4.1,1.0,846,134,748
C02F4.5.1,1.0,234,1,234
C02F5.1.1,1.0,3037,5,3037
C02F5.10.1,1.0,502,10,447
C02F5.11.1,1.0,823,63,767
C02F5.12.1,1.0,1375,161,1303
C02F5.13.1,1.0,794,1,633
C02F5.14.1,1.0,471,57,380
C02F5.2.1,1.0,440,19,405
C02F5.3.1,1.0,1222,1,1101
C02F5.4.1,1.0,1118,1,948
C02F5.5.1,1.0,605,33,554
C02F5.6b.1,1.0,1476,8,1336
C02F5.7a.1,1.0,2051,84,1469
C02F5.7a.2,1.0,2205,90,1475
C02F5.7b.1,1.0,3964,2044,3444
C02F5.8.1,1.0,899,27,761
C02F5.9.1,1.0,878,1,777
C02G6.2.1,1.0,3046,26,2476
C02G6.3.1,1.0,1256,769,1197
C02H6.1.1,1.0,1005,1,1005
C02H6.2.1,1.0,1065,5,1021
C02H6.3.1,1.0,936,1,936
C02H7.1.1,1.0,1714,18,1625
C02H7.2.1,1.0,1501,1,1263
C02H7.3a.1,1.0,4582,32,4261
C02H7.3b.1,1.0,4507,34,4260
C03A3.1a.1,1.0,1713,133,1143
C03A3.1b.1,1.0,951,1,951
C03A3.2.1,1.0,1977,64,1542
C03A3.3.1,1.0,981,48,911
C03A3.9.1,1.0,288,1,288
C03A7.10.1,1.0,944,22,822
C03A7.11.1,1.0,1716,54,1628
C03A7.13.1,1.0,1570,13,1290
C03A7.14.1,1.0,1523,42,1379
C03A7.2.1,1.0,984,1,984
C03A7.3.1,1.0,1140,1,1140
C03A7.4.1,1.0,1259,22,1188
C03A7.5.1,1.0,1136,101,985
C03A7.6.1,1.0,873,1,873
C03A7.7.1,1.0,1167,1,1167
C03A7.8.1,1.0,1466,24,1340
C03A7.9.1,1.0,1057,15,953
C03B1.1.1,1.0,783,1,783
C03B1.10.1,1.0,126,1,126
C03B1.12.1,1.0,1044,31,744
C03B1.13.1,1.0,1600,17,1537
C03B1.14.1,1.0,845,13,786
C03B1.17.1,1.0,333,1,333
C03B1.2.1,1.0,924,18,698
C03B1.3.1,1.0,348,1,348
C03B1.4.1,1.0,762,1,762
C03B1.5.1,1.0,1333,64,1050
C03B1.6.1,1.0,869,1,669
C03B1.7a.1,1.0,2763,23,2566
C03B1.7b.1,1.0,2173,206,2173
C03B1.9.1,1.0,618,1,618
C03B8.3.1,1.0,816,59,802
C03B8.4.1,1.0,7053,20,6766
C03C10.1.1,1.0,1896,84,1109
C03C10.1.2,1.0,1903,83,1108
C03C10.1.3,1.0,1842,21,1046
C03C10.2.1,1.0,1116,54,1079
C03C10.3.1,1.0,1386,34,1179
C03C10.4.1,1.0,1029,63,797
C03C10.5.1,1.0,466,56,415
C03C10.7.1,1.0,571,1,558
C03C11.1.1,1.0,702,45,644
C03C11.2.1,1.0,998,14,805
C03D6.1.1,1.0,886,12,800
C03D6.3a.1,1.0,2146,61,1932
C03D6.3b.1,1.0,1846,81,1802
C03D6.4.1,1.0,4342,3,4175
C03D6.5.1,1.0,991,1,738
C03D6.6.1,1.0,869,220,705
C03D6.8.1,1.0,583,7,495
C03D6.9.1,1.0,228,1,228
C03E10.1.1,1.0,930,1,930
C03E10.3.1,1.0,1611,293,1297
C03E10.3.2,1.0,1643,324,1328
C03E10.3.3,1.0,1477,159,1163
C03E10.4.1,1.0,1878,81,1544
C03E10.5.1,1.0,3198,1,3105
C03E10.6.1,1.0,827,19,777
C03F11.1.1,1.0,2277,1,2079
C03F11.2.1,1.0,1416,243,1331
C03F11.3.1,1.0,1769,15,1706
C03F11.4.1,1.0,1653,223,1392
C03F11.4.2,1.0,1711,280,1449
C03F11.4.3,1.0,1639,210,1379
C03G5.1.1,1.0,2400,7,1947
C03G5.10.1,1.0,388,18,323
C03G5.11.1,1.0,361,14,319
C03G5.12.1,1.0,327,15,320
C03G5.13.1,1.0,306,1,306
C03G5.14.1,1.0,432,1,432
C03G5.2.1,1.0,376,26,331
C03G5.7.1,1.0,517,46,324
C03G5.7.2,1.0,587,73,351
C03G5.8.1,1.0,389,29,334
C03G5.9.1,1.0,306,1,306
C03G6.10.1,1.0,1187,33,1145
C03G6.11.1,1.0,1017,1,1017
C03G6.12a.1,1.0,1194,1,1128
C03G6.12b.1,1.0,957,1,957
C03G6.13.1,1.0,999,74,826
C03G6.14.1,1.0,1546,11,1495
C03G6.15.1,1.0,1588,11,1495
C03G6.16.1,1.0,912,1,912
C03G6.17.1,1.0,1077,59,991
C03G6.19.1,1.0,1236,33,1160
C03G6.2.1,1.0,965,11,907
C03G6.21.1,1.0,384,1,384
C03G6.3a.1,1.0,2064,1010,2017
C03G6.5.1,1.0,684,4,615
C03G6.6.1,1.0,1037,20,943
C03G6.7.1,1.0,1081,110,1081
C03G6.8.1,1.0,2146,605,1726
C03G6.8.2,1.0,1545,362,1483
C03G6.9.1,1.0,1272,240,1250
C03H12.1a.1,1.0,2388,58,2253
C03H12.1b.1,1.0,1914,1,1914
C03H12.1c.1,1.0,798,1,798
C03H12.1d.1,1.0,2311,67,2175
C03H12.1e.1,1.0,2167,206,2032
C03H12.1e.2,1.0,2118,157,1983
C03H12.1f.1,1.0,2042,1330,2040
C03H12.1f.2,1.0,932,87,797
C03H12.1f.3,1.0,852,9,719
C03H5.1.1,1.0,1312,5,1252
C03H5.2.1,1.0,1223,10,1029
C03H5.3a.1,1.0,1143,152,1015
C03H5.3b.1,1.0,777,1,777
C03H5.4a.1,1.0,483,1,483
C03H5.5.1,1.0,1720,5,1663
C03H5.6.1,1.0,1538,357,1406
C03H5.7a.1,1.0,1513,354,1298
C03H5.7b.1,1.0,810,1,810
C03H5.9.1,1.0,975,1,975
C04A11.1a.1,1.0,1169,42,689
C04A11.1b.1,1.0,1115,39,635
C04A11.2.1,1.0,1606,131,1450
C04A11.3a.1,1.0,4017,69,3755
C04A11.3b.1,1.0,3961,1,3699
C04A11.4a.1,1.0,3255,19,2877
C04A11.4b.1,1.0,3261,19,2808
C04A11.5.1,1.0,480,8,280
C04A11.5.2,1.0,490,14,286
C04A2.1.1,1.0,1328,108,1100
C04A2.1.2,1.0,1268,48,1040
C04A2.15.1,1.0,425,87,380
C04A2.3a.1,1.0,4044,61,3450
C04A2.3b.1,1.0,4044,497,3454
C04A2.3c.1,1.0,4029,1597,3435
C04A2.3c.2,1.0,3440,1008,2846
C04A2.3c.3,1.0,4046,1612,3450
C04A2.3c.4,1.0,3447,1013,2851
C04A2.3c.5,1.0,2875,441,2279
C04A2.3c.6,1.0,2649,216,2054
C04A2.3c.7,1.0,2449,16,1854
C04A2.3d.1,1.0,2667,1,2667
C04A2.3e.1,1.0,3384,1,3384
C04A2.3f.1,1.0,3381,1,3381
C04A2.3g.1,1.0,3375,1,3375
C04A2.3h.1,1.0,3288,1,3288
C04A2.3i.1,1.0,3282,1,3282
